name,info,subfolder,year
DP02_0020M,Estimate Margin of Error!!RELATIONSHIP!!Child,DP02,2010
DP02_0020PE,Percent!!RELATIONSHIP!!Child,DP02,2010
DP02_0020PM,Percent Margin of Error!!RELATIONSHIP!!Child,DP02,2010
DP02_0021E,Estimate!!RELATIONSHIP!!Other relatives,DP02,2010
DP02_0021M,Estimate Margin of Error!!RELATIONSHIP!!Other relatives,DP02,2010
DP02_0021PE,Percent!!RELATIONSHIP!!Other relatives,DP02,2010
DP02_0021PM,Percent Margin of Error!!RELATIONSHIP!!Other relatives,DP02,2010
DP02_0022E,Estimate!!RELATIONSHIP!!Nonrelatives,DP02,2010
DP02_0022M,Estimate Margin of Error!!RELATIONSHIP!!Nonrelatives,DP02,2010
DP02_0022PE,Percent!!RELATIONSHIP!!Nonrelatives,DP02,2010
DP02_0022PM,Percent Margin of Error!!RELATIONSHIP!!Nonrelatives,DP02,2010
DP02_0023E,Estimate!!RELATIONSHIP!!Nonrelatives!!Unmarried partner,DP02,2010
DP02_0023M,Estimate Margin of Error!!RELATIONSHIP!!Nonrelatives!!Unmarried partner,DP02,2010
DP02_0023PE,Percent!!RELATIONSHIP!!Nonrelatives!!Unmarried partner,DP02,2010
DP02_0023PM,Percent Margin of Error!!RELATIONSHIP!!Nonrelatives!!Unmarried partner,DP02,2010
DP02_0024E,Estimate!!MARITAL STATUS!!Males 15 years and over,DP02,2010
DP02_0024M,Estimate Margin of Error!!MARITAL STATUS!!Males 15 years and over,DP02,2010
DP02_0024PE,Percent!!MARITAL STATUS!!Males 15 years and over,DP02,2010
DP02_0024PM,Percent Margin of Error!!MARITAL STATUS!!Males 15 years and over,DP02,2010
DP02_0025E,Estimate!!MARITAL STATUS!!Never married,DP02,2010
DP02_0025M,Estimate Margin of Error!!MARITAL STATUS!!Never married,DP02,2010
DP02_0025PE,Percent!!MARITAL STATUS!!Never married,DP02,2010
DP02_0025PM,Percent Margin of Error!!MARITAL STATUS!!Never married,DP02,2010
DP02_0026E,"Estimate!!MARITAL STATUS!!Now married, except separated",DP02,2010
DP02_0026M,"Estimate Margin of Error!!MARITAL STATUS!!Now married, except separated",DP02,2010
DP02_0026PE,"Percent!!MARITAL STATUS!!Now married, except separated",DP02,2010
DP02_0026PM,"Percent Margin of Error!!MARITAL STATUS!!Now married, except separated",DP02,2010
DP02_0027E,Estimate!!MARITAL STATUS!!Separated,DP02,2010
DP02_0027M,Estimate Margin of Error!!MARITAL STATUS!!Separated,DP02,2010
DP02_0027PE,Percent!!MARITAL STATUS!!Separated,DP02,2010
DP02_0027PM,Percent Margin of Error!!MARITAL STATUS!!Separated,DP02,2010
DP02_0028E,Estimate!!MARITAL STATUS!!Widowed,DP02,2010
DP02_0028M,Estimate Margin of Error!!MARITAL STATUS!!Widowed,DP02,2010
DP02_0028PE,Percent!!MARITAL STATUS!!Widowed,DP02,2010
DP02_0028PM,Percent Margin of Error!!MARITAL STATUS!!Widowed,DP02,2010
DP02_0029E,Estimate!!MARITAL STATUS!!Divorced,DP02,2010
DP02_0029M,Estimate Margin of Error!!MARITAL STATUS!!Divorced,DP02,2010
DP02_0029PE,Percent!!MARITAL STATUS!!Divorced,DP02,2010
DP02_0029PM,Percent Margin of Error!!MARITAL STATUS!!Divorced,DP02,2010
DP02_0030E,Estimate!!MARITAL STATUS!!Females 15 years and over,DP02,2010
DP02_0030M,Estimate Margin of Error!!MARITAL STATUS!!Females 15 years and over,DP02,2010
DP02_0030PE,Percent!!MARITAL STATUS!!Females 15 years and over,DP02,2010
DP02_0030PM,Percent Margin of Error!!MARITAL STATUS!!Females 15 years and over,DP02,2010
DP02_0031E,Estimate!!MARITAL STATUS!!Never married,DP02,2010
DP02_0031M,Estimate Margin of Error!!MARITAL STATUS!!Never married,DP02,2010
DP02_0031PE,Percent!!MARITAL STATUS!!Never married,DP02,2010
DP02_0031PM,Percent Margin of Error!!MARITAL STATUS!!Never married,DP02,2010
DP02_0032E,"Estimate!!MARITAL STATUS!!Now married, except separated",DP02,2010
DP02_0032M,"Estimate Margin of Error!!MARITAL STATUS!!Now married, except separated",DP02,2010
DP02_0032PE,"Percent!!MARITAL STATUS!!Now married, except separated",DP02,2010
DP02_0032PM,"Percent Margin of Error!!MARITAL STATUS!!Now married, except separated",DP02,2010
DP02_0033E,Estimate!!MARITAL STATUS!!Separated,DP02,2010
DP02_0033M,Estimate Margin of Error!!MARITAL STATUS!!Separated,DP02,2010
DP02_0033PE,Percent!!MARITAL STATUS!!Separated,DP02,2010
DP02_0033PM,Percent Margin of Error!!MARITAL STATUS!!Separated,DP02,2010
DP02_0034E,Estimate!!MARITAL STATUS!!Widowed,DP02,2010
DP02_0034M,Estimate Margin of Error!!MARITAL STATUS!!Widowed,DP02,2010
DP02_0034PE,Percent!!MARITAL STATUS!!Widowed,DP02,2010
DP02_0034PM,Percent Margin of Error!!MARITAL STATUS!!Widowed,DP02,2010
DP02_0035E,Estimate!!MARITAL STATUS!!Divorced,DP02,2010
DP02_0035M,Estimate Margin of Error!!MARITAL STATUS!!Divorced,DP02,2010
DP02_0035PE,Percent!!MARITAL STATUS!!Divorced,DP02,2010
DP02_0035PM,Percent Margin of Error!!MARITAL STATUS!!Divorced,DP02,2010
DP02_0036E,Estimate!!FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months,DP02,2010
DP02_0036M,Estimate Margin of Error!!FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months,DP02,2010
DP02_0036PE,Percent!!FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months,DP02,2010
DP02_0036PM,Percent Margin of Error!!FERTILITY!!Number of women 15 to 50 years old who had a birth in the past 12 months,DP02,2010
DP02_0037E,"Estimate!!FERTILITY!!Unmarried women (widowed, divorced, and never married)",DP02,2010
DP02_0037M,"Estimate Margin of Error!!FERTILITY!!Unmarried women (widowed, divorced, and never married)",DP02,2010
DP02_0037PE,"Percent!!FERTILITY!!Unmarried women (widowed, divorced, and never married)",DP02,2010
DP02_0037PM,"Percent Margin of Error!!FERTILITY!!Unmarried women (widowed, divorced, and never married)",DP02,2010
DP02_0038E,"Estimate!!FERTILITY!!Unmarried women (widowed, divorced, and never married)!!Per 1,000 unmarried women",DP02,2010
DP02_0038M,"Estimate Margin of Error!!FERTILITY!!Unmarried women (widowed, divorced, and never married)!!Per 1,000 unmarried women",DP02,2010
DP02_0038PE,"Percent!!FERTILITY!!Unmarried women (widowed, divorced, and never married)!!Per 1,000 unmarried women",DP02,2010
DP02_0038PM,"Percent Margin of Error!!FERTILITY!!Unmarried women (widowed, divorced, and never married)!!Per 1,000 unmarried women",DP02,2010
DP02_0039E,"Estimate!!FERTILITY!!Per 1,000 women 15 to 50 years old",DP02,2010
DP02_0039M,"Estimate Margin of Error!!FERTILITY!!Per 1,000 women 15 to 50 years old",DP02,2010
DP02_0039PE,"Percent!!FERTILITY!!Per 1,000 women 15 to 50 years old",DP02,2010
DP02_0039PM,"Percent Margin of Error!!FERTILITY!!Per 1,000 women 15 to 50 years old",DP02,2010
DP02_0040E,"Estimate!!FERTILITY!!Per 1,000 women 15 to 50 years old!!Per 1,000 women 15 to 19 years old",DP02,2010
DP02_0040M,"Estimate Margin of Error!!FERTILITY!!Per 1,000 women 15 to 50 years old!!Per 1,000 women 15 to 19 years old",DP02,2010
DP02_0040PE,"Percent!!FERTILITY!!Per 1,000 women 15 to 50 years old!!Per 1,000 women 15 to 19 years old",DP02,2010
DP02_0040PM,"Percent Margin of Error!!FERTILITY!!Per 1,000 women 15 to 50 years old!!Per 1,000 women 15 to 19 years old",DP02,2010
DP02_0041E,"Estimate!!FERTILITY!!Per 1,000 women 15 to 50 years old!!Per 1,000 women 20 to 34 years old",DP02,2010
DP02_0041M,"Estimate Margin of Error!!FERTILITY!!Per 1,000 women 15 to 50 years old!!Per 1,000 women 20 to 34 years old",DP02,2010
DP02_0041PE,"Percent!!FERTILITY!!Per 1,000 women 15 to 50 years old!!Per 1,000 women 20 to 34 years old",DP02,2010
DP02_0041PM,"Percent Margin of Error!!FERTILITY!!Per 1,000 women 15 to 50 years old!!Per 1,000 women 20 to 34 years old",DP02,2010
DP02_0042E,"Estimate!!FERTILITY!!Per 1,000 women 15 to 50 years old!!Per 1,000 women 35 to 50 years old",DP02,2010
DP02_0042M,"Estimate Margin of Error!!FERTILITY!!Per 1,000 women 15 to 50 years old!!Per 1,000 women 35 to 50 years old",DP02,2010
DP02_0042PE,"Percent!!FERTILITY!!Per 1,000 women 15 to 50 years old!!Per 1,000 women 35 to 50 years old",DP02,2010
DP02_0042PM,"Percent Margin of Error!!FERTILITY!!Per 1,000 women 15 to 50 years old!!Per 1,000 women 35 to 50 years old",DP02,2010
DP02_0043E,Estimate!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years,DP02,2010
DP02_0043M,Estimate Margin of Error!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years,DP02,2010
DP02_0043PE,Percent!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years,DP02,2010
DP02_0043PM,Percent Margin of Error!!GRANDPARENTS!!Number of grandparents living with own grandchildren under 18 years,DP02,2010
DP02_0044E,Estimate!!GRANDPARENTS!!Responsible for grandchildren,DP02,2010
DP02_0044M,Estimate Margin of Error!!GRANDPARENTS!!Responsible for grandchildren,DP02,2010
DP02_0044PE,Percent!!GRANDPARENTS!!Responsible for grandchildren,DP02,2010
DP02_0044PM,Percent Margin of Error!!GRANDPARENTS!!Responsible for grandchildren,DP02,2010
DP02_0045E,Estimate!!GRANDPARENTS!!Responsible for grandchildren!!Years responsible for grandchildren!!Less than 1 year,DP02,2010
DP02_0045M,Estimate Margin of Error!!GRANDPARENTS!!Responsible for grandchildren!!Years responsible for grandchildren!!Less than 1 year,DP02,2010
DP02_0045PE,Percent!!GRANDPARENTS!!Responsible for grandchildren!!Years responsible for grandchildren!!Less than 1 year,DP02,2010
DP02_0045PM,Percent Margin of Error!!GRANDPARENTS!!Responsible for grandchildren!!Years responsible for grandchildren!!Less than 1 year,DP02,2010
DP02_0046E,Estimate!!GRANDPARENTS!!Responsible for grandchildren!!Years responsible for grandchildren!!1 or 2 years,DP02,2010
DP02_0046M,Estimate Margin of Error!!GRANDPARENTS!!Responsible for grandchildren!!Years responsible for grandchildren!!1 or 2 years,DP02,2010
DP02_0046PE,Percent!!GRANDPARENTS!!Responsible for grandchildren!!Years responsible for grandchildren!!1 or 2 years,DP02,2010
DP02_0046PM,Percent Margin of Error!!GRANDPARENTS!!Responsible for grandchildren!!Years responsible for grandchildren!!1 or 2 years,DP02,2010
DP02_0047E,Estimate!!GRANDPARENTS!!Responsible for grandchildren!!Years responsible for grandchildren!!3 or 4 years,DP02,2010
DP02_0047M,Estimate Margin of Error!!GRANDPARENTS!!Responsible for grandchildren!!Years responsible for grandchildren!!3 or 4 years,DP02,2010
DP02_0047PE,Percent!!GRANDPARENTS!!Responsible for grandchildren!!Years responsible for grandchildren!!3 or 4 years,DP02,2010
DP02_0047PM,Percent Margin of Error!!GRANDPARENTS!!Responsible for grandchildren!!Years responsible for grandchildren!!3 or 4 years,DP02,2010
DP02_0048E,Estimate!!GRANDPARENTS!!Responsible for grandchildren!!Years responsible for grandchildren!!5 or more years,DP02,2010
DP02_0048M,Estimate Margin of Error!!GRANDPARENTS!!Responsible for grandchildren!!Years responsible for grandchildren!!5 or more years,DP02,2010
DP02_0048PE,Percent!!GRANDPARENTS!!Responsible for grandchildren!!Years responsible for grandchildren!!5 or more years,DP02,2010
DP02_0048PM,Percent Margin of Error!!GRANDPARENTS!!Responsible for grandchildren!!Years responsible for grandchildren!!5 or more years,DP02,2010
DP02_0049E,Estimate!!GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years,DP02,2010
DP02_0049M,Estimate Margin of Error!!GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years,DP02,2010
DP02_0049PE,Percent!!GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years,DP02,2010
DP02_0049PM,Percent Margin of Error!!GRANDPARENTS!!Number of grandparents responsible for own grandchildren under 18 years,DP02,2010
DP02_0050E,Estimate!!GRANDPARENTS!!Who are female,DP02,2010
DP02_0050M,Estimate Margin of Error!!GRANDPARENTS!!Who are female,DP02,2010
DP02_0050PE,Percent!!GRANDPARENTS!!Who are female,DP02,2010
DP02_0050PM,Percent Margin of Error!!GRANDPARENTS!!Who are female,DP02,2010
DP02_0051E,Estimate!!GRANDPARENTS!!Who are married,DP02,2010
DP02_0051M,Estimate Margin of Error!!GRANDPARENTS!!Who are married,DP02,2010
DP02_0051PE,Percent!!GRANDPARENTS!!Who are married,DP02,2010
DP02_0051PM,Percent Margin of Error!!GRANDPARENTS!!Who are married,DP02,2010
DP02_0052E,Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school,DP02,2010
DP02_0052M,Estimate Margin of Error!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school,DP02,2010
DP02_0052PE,Percent!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school,DP02,2010
DP02_0052PM,Percent Margin of Error!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school,DP02,2010
DP02_0053E,"Estimate!!SCHOOL ENROLLMENT!!Nursery school, preschool",DP02,2010
DP02_0053M,"Estimate Margin of Error!!SCHOOL ENROLLMENT!!Nursery school, preschool",DP02,2010
DP02_0053PE,"Percent!!SCHOOL ENROLLMENT!!Nursery school, preschool",DP02,2010
DP02_0053PM,"Percent Margin of Error!!SCHOOL ENROLLMENT!!Nursery school, preschool",DP02,2010
DP02_0054E,Estimate!!SCHOOL ENROLLMENT!!Kindergarten,DP02,2010
DP02_0054M,Estimate Margin of Error!!SCHOOL ENROLLMENT!!Kindergarten,DP02,2010
DP02_0054PE,Percent!!SCHOOL ENROLLMENT!!Kindergarten,DP02,2010
DP02_0054PM,Percent Margin of Error!!SCHOOL ENROLLMENT!!Kindergarten,DP02,2010
DP02_0055E,Estimate!!SCHOOL ENROLLMENT!!Elementary school (grades 1-8),DP02,2010
DP02_0055M,Estimate Margin of Error!!SCHOOL ENROLLMENT!!Elementary school (grades 1-8),DP02,2010
DP02_0055PE,Percent!!SCHOOL ENROLLMENT!!Elementary school (grades 1-8),DP02,2010
DP02_0055PM,Percent Margin of Error!!SCHOOL ENROLLMENT!!Elementary school (grades 1-8),DP02,2010
DP02_0056E,Estimate!!SCHOOL ENROLLMENT!!High school (grades 9-12),DP02,2010
DP02_0056M,Estimate Margin of Error!!SCHOOL ENROLLMENT!!High school (grades 9-12),DP02,2010
DP02_0056PE,Percent!!SCHOOL ENROLLMENT!!High school (grades 9-12),DP02,2010
DP02_0056PM,Percent Margin of Error!!SCHOOL ENROLLMENT!!High school (grades 9-12),DP02,2010
DP02_0057E,Estimate!!SCHOOL ENROLLMENT!!College or graduate school,DP02,2010
DP02_0057M,Estimate Margin of Error!!SCHOOL ENROLLMENT!!College or graduate school,DP02,2010
DP02_0057PE,Percent!!SCHOOL ENROLLMENT!!College or graduate school,DP02,2010
DP02_0057PM,Percent Margin of Error!!SCHOOL ENROLLMENT!!College or graduate school,DP02,2010
DP02_0058E,Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over,DP02,2010
DP02_0058M,Estimate Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over,DP02,2010
DP02_0058PE,Percent!!EDUCATIONAL ATTAINMENT!!Population 25 years and over,DP02,2010
DP02_0058PM,Percent Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over,DP02,2010
DP02_0059E,Estimate!!EDUCATIONAL ATTAINMENT!!Less than 9th grade,DP02,2010
DP02_0059M,Estimate Margin of Error!!EDUCATIONAL ATTAINMENT!!Less than 9th grade,DP02,2010
DP02_0059PE,Percent!!EDUCATIONAL ATTAINMENT!!Less than 9th grade,DP02,2010
DP02_0059PM,Percent Margin of Error!!EDUCATIONAL ATTAINMENT!!Less than 9th grade,DP02,2010
DP02_0060E,"Estimate!!EDUCATIONAL ATTAINMENT!!9th to 12th grade, no diploma",DP02,2010
DP02_0060M,"Estimate Margin of Error!!EDUCATIONAL ATTAINMENT!!9th to 12th grade, no diploma",DP02,2010
DP02_0060PE,"Percent!!EDUCATIONAL ATTAINMENT!!9th to 12th grade, no diploma",DP02,2010
DP02_0060PM,"Percent Margin of Error!!EDUCATIONAL ATTAINMENT!!9th to 12th grade, no diploma",DP02,2010
DP02_0061E,Estimate!!EDUCATIONAL ATTAINMENT!!High school graduate (includes equivalency),DP02,2010
DP02_0061M,Estimate Margin of Error!!EDUCATIONAL ATTAINMENT!!High school graduate (includes equivalency),DP02,2010
DP02_0061PE,Percent!!EDUCATIONAL ATTAINMENT!!High school graduate (includes equivalency),DP02,2010
DP02_0061PM,Percent Margin of Error!!EDUCATIONAL ATTAINMENT!!High school graduate (includes equivalency),DP02,2010
DP02_0062E,"Estimate!!EDUCATIONAL ATTAINMENT!!Some college, no degree",DP02,2010
DP02_0062M,"Estimate Margin of Error!!EDUCATIONAL ATTAINMENT!!Some college, no degree",DP02,2010
DP02_0062PE,"Percent!!EDUCATIONAL ATTAINMENT!!Some college, no degree",DP02,2010
DP02_0062PM,"Percent Margin of Error!!EDUCATIONAL ATTAINMENT!!Some college, no degree",DP02,2010
DP02_0063E,Estimate!!EDUCATIONAL ATTAINMENT!!Associate's degree,DP02,2010
DP02_0063M,Estimate Margin of Error!!EDUCATIONAL ATTAINMENT!!Associate's degree,DP02,2010
DP02_0063PE,Percent!!EDUCATIONAL ATTAINMENT!!Associate's degree,DP02,2010
DP02_0063PM,Percent Margin of Error!!EDUCATIONAL ATTAINMENT!!Associate's degree,DP02,2010
DP02_0064E,Estimate!!EDUCATIONAL ATTAINMENT!!Bachelor's degree,DP02,2010
DP02_0064M,Estimate Margin of Error!!EDUCATIONAL ATTAINMENT!!Bachelor's degree,DP02,2010
DP02_0064PE,Percent!!EDUCATIONAL ATTAINMENT!!Bachelor's degree,DP02,2010
DP02_0064PM,Percent Margin of Error!!EDUCATIONAL ATTAINMENT!!Bachelor's degree,DP02,2010
DP02_0065E,Estimate!!EDUCATIONAL ATTAINMENT!!Graduate or professional degree,DP02,2010
DP02_0065M,Estimate Margin of Error!!EDUCATIONAL ATTAINMENT!!Graduate or professional degree,DP02,2010
DP02_0065PE,Percent!!EDUCATIONAL ATTAINMENT!!Graduate or professional degree,DP02,2010
DP02_0065PM,Percent Margin of Error!!EDUCATIONAL ATTAINMENT!!Graduate or professional degree,DP02,2010
DP02_0066E,Estimate!!EDUCATIONAL ATTAINMENT!!Percent high school graduate or higher,DP02,2010
DP02_0066M,Estimate Margin of Error!!EDUCATIONAL ATTAINMENT!!Percent high school graduate or higher,DP02,2010
DP02_0066PE,Percent!!EDUCATIONAL ATTAINMENT!!Percent high school graduate or higher,DP02,2010
DP02_0066PM,Percent Margin of Error!!EDUCATIONAL ATTAINMENT!!Percent high school graduate or higher,DP02,2010
DP02_0067E,Estimate!!EDUCATIONAL ATTAINMENT!!Percent bachelor's degree or higher,DP02,2010
DP02_0067M,Estimate Margin of Error!!EDUCATIONAL ATTAINMENT!!Percent bachelor's degree or higher,DP02,2010
DP02_0067PE,Percent!!EDUCATIONAL ATTAINMENT!!Percent bachelor's degree or higher,DP02,2010
